id,text_features,type
3907569,"Fritz Saran. Optische Instrumente, physik, und elektr. Lehrmittel. Preisliste Nr VI (6. Auflage) über Lehrmittel. Berlin (19. saj. algus)     176 lhk., ill.Brošüür, lakeeritud, sissepressitud mustriga kollakad paberkaaned. Juugendornament. Selg katkine, nurgad murdunud. Koltunud,kulunud.",raamat
3253897,"Rudolf Tobiase 45. surmapäeva mälestamine Nõmme Kultuurimajas. Esineb keelpillikvartett
   Endel Lippuse ja Virve Lippuse arhiiv M 169, mõned materjalid Urve Lippusest M 131 05:25",kava
3297646,"Postkaart, Karl Leichter, Olav Rootsilt",postkaart
3581119,"F. Schiller, Wilhelm Tell, Esseni Rahvateatris 1912-13. T. Altermann Rudenzi osas.     Taga pöördeline T. Altermanni kiri K. Jungholzile",postkaart
3924634,"Portreefoto, Saha,Hillar, H.Sahast 1927.a. Haapsalus",foto
2949453,"Foto, American girl, Teater Estonia      liimijäljed tagaküljel",foto
3829811,"Kiri. Kutse. Nurga pealt teine maja, lavastamine. Väike-Maarja, Jullo Talpsepp, 1961 sinine    Näidend ""Nurga pealt teine maja""",kiri
4103129,"Foto Teater Estonia balletilavastusest Paquita, 1969",foto
1318526,"Ida Loo-Talvari, portree, ligikaudu 1933 klaasnegatiiv   Ida Loo-Talvari",foto
3941379,Teater NO99 likvideerimise järel muuseumisse saabunud arhiivmaterjalid ja kostüümid T600 2/6:9,kutse
3422410,Tallinna Toidukaubastu aktivistide ekskursioon Kesk-Aasiasse 5.-13. mai 1973. Buhhaara. Reedeti kell 17 kogunevad muhameedlased oma mošeedesse allahit kummardama.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed. Albumid.,foto
3723169,"Dekoratsioonikavandi visand Vanemuise teatri lavastusest Manon, ei jõudnud lavale",kavand/joonis/eskiis
3535013,"Marje Parikas, eluloolised materjalid, käsikirjaline väljavõte ajalehest Päevaleht, Marje Parikas 60 aastat, 22.11.1960",ajaleht
3708321,Foto Georg Ots Rein Laigo osas filmis Juhuslik kohtumine,foto
2529075,penn    aardeleid metallnõus,münt
2042462,"Portree: neiu Rakverest     Foto on Heinrich Tiidermanni fotoalbumis ""Estonica"". Album saadud Õpetatud Eesti Seltsi likvideerimiskomisjonilt. Kingitud Õpetatud Eesti Seltsile fotograaf Heinrich Tiidermanni poolt 1903.a.",foto
2046636,Portree: Johann Heinrich Carl Kawall     Visiit-formaat,foto
3695232,Kostüümikavand Don Andres osatäitjale Vanemuise teatri lavastusest Pericola,kavand/joonis/eskiis
3930739,Teatrikunsti alused,raamat
2313960,"Käevõru   Leitud 1905.a. parun Ungern-Sternbergi, dr. Schluteri ja M. Hanseni poolt",arheoloogiline leid
2076394,Vanad tammed niidul,fotonegatiiv
3234472,Aino Tamme kontsert.,kava
2328507,Kvartsikild   Kaevanud A.Kriiska 1997.a. I kalme äärevarest,arheoloogiline leid
2076976,"Erastvere mõis     Emulsioon lakitud.  Emulsioonil ülaservas tindikirjed: ""Errestfer"", ""XI / 6""",fotonegatiiv
2274721,"Kostüümikavand tegelasele Ogandi Taavi. Kadunud päike, A. Mälk, Estonia 1943",kavand/joonis/eskiis
3167254,"Grete Sällik, portree, ca 1927   Ajaloomuuseum andis Parikase Klaasnegatiivid Teatri- ja Muusikamuuseumile üle 10.11.1948",fotonegatiiv
3199778,Kiri Aino Tammele A. Jürgensteinilt,kiri
2512562,"denaar    mündiaare G. Hatz 1968, B",münt
3357189,"Kava, Karl Leichter, Sechiko ja Kunio Kodama",kava
3192859,Anderson     Eesti NSV Kultuuriministeerium. Teatrite Valitsus,käsikiri
2072959,Sillamäe park.     Filmil tindikirje: B - Sillam. Vähene sulfuratsioon,fotonegatiiv
3915959,Известия вып.1     A. Kasemetsa autogramm määrdunud,ajaleht
2326504,Naast   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand),arheoloogiline leid
4036585,Reproduktsioon: M. P. Borodin,väiketrükis
2731945,"Kiri Olga
Lüdigile",kiri
2827394,"Näitus ""Johann Burchardt - Mon Faible""",fotonegatiiv
2079092,"Hoone Vene ja Viru tänavate nurgal Demini koloniaalkauplusega.     Emulsioonil servas kirje ""1118"" sulfuratsioon, vertikaalne mõra klaasil.",fotonegatiiv
3349661,"Eesti NSV Ülemnõukogu valimised 16. veebruaril 1947. Kandidaadi elulugu ja portree: Minna, August Hansu p. (vene k.)   Esmane üldinfo:",plakat
2511658,"denaar    mündiaare Dbg. 572; Wåtz 1992, S. 10-13",münt
3434453,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed/albumid.,foto
2270751,Vaas,nõu/anum
2458030,"XII üldlaulupeo rongkäik, 28. juuni 1947. Tallinna linna osalejad.",foto
3681946,"Foto W. Shakespeare etendusest Kuningas Lear Paul Pinnaga Leari osas, Estonia teater, 1911, autor Parikas, Paul Pinna kogu",foto
2448293,"Raamat: Aleksandr Tšakovski, Meil on juba hommik, ERK, Tallinn 1952",raamat
3484355,"Kava, Franz Erika, Greta Barrot ja Leonid Milk",kava
3628223,"Kostüümikavand tegelasele Lossada lavastusele Kapsad ja kuningad. B. Kõrver, Vanemuine 1971",kavand/joonis/eskiis
3672525,"Kostüümikavand tegelasele Taisja lavastusele Jegor Bulõtšov ja teised. M. Gorki, Vanemuine 1982",kavand/joonis/eskiis
2336714,"nael   Uugla asulakoha 2005. a arheoloogiline kaevamine, leiud 1-322; 2006 a leiud 323 - 508. M. Mandel",arheoloogiline leid
3312968,Dekoratsioonikavand lavastusele Hukkamõistetute vandenõu Draamateatris     Hukkamõistetute vandenõu,kavand/joonis/eskiis
4294466,"Põrgupõhja uus Vanapagan, Vanemuine, osades: Kusta - Viljo Saldre, Juula - Herta Elviste, Maia - Anne Maasik    TB020322",fotonegatiiv
3255113,"Plakat, Elsa Sylvestersson ja Juri Grigorjev balletis Luikede järv     Tekst plakatil on vene keeles.",plakat
400517,Alljärgnevad materjalid pärinevad Elvi Pirk´i ( 28.XI 1921- 23.VII 2005 ) pärandist.  Üleandja: Aino Talihärm,foto
3276468,Foto Teater Estonia ooperilavastusest Halka,foto
3136609,"Kiri Aino Tammele, vennalt Jaan Tammelt või õelt Mari Raamotilt",kiri
2350903,Medal     Ungari ja Transilvaania mässu mahasurumise mälestuseks,medal
3632842,"Itaalia capriccio, Teater Estonia, 1948, pildil: Dagmar Trimm, Hilda Malling, Geeni Raudsepp",fotonegatiiv
3169998,"Von Huegenen - Huene - pitser vapiga lakk  Õpetatud Eesti Seltsi kogust  Von Huegenen - Huene -  Liivi-, Eesti-, Kura-, Saaremaa aadlikud Mõranenud",pitser/templijäljend
2649871,Tartu Metallkaupade Vabrik. Galvaniseerimise osakond.,foto
3013568,"Kava,ERSO kontsert,dir.P.Mägi",kava
1580338,"Meeleolukontsert. 15. Aprillil kell 13. 00 Maarjamäe lossis. Segakoor Noorus Seni arvelevõtmata plakatid. Kontserdi kuulutus ja flaier: ühevärvitrükis (must kollasel). Kahes formaadis: 30*42 ja 10,5*14,5 cm

 Kontserdi kuulutus ja flaier: ühevärvitrükis (must kollasel). Kahes formaadis: 30*42 ja 10,5*14,5 cm",plakat
3657342,"Lavapiltide visandid Pärnu teatri lavastusele Nurk ja ovaal, neli lehte",kavand/joonis/eskiis
3587488,"Kava, Franz Erika, Eesti-Inglise Kultuuriühing 1937",kava
3919981,"Von Estlands Meeresgestaden. Reval 1904     Hallide kartongkaantega. Välja antud Revalis F. Kluge kirjastuses 1904. a. 51 lk. Trükitud ""Revaler Beobachter"" koltunud, määrdunud",raamat
3861931,"foto, koondportree Paul Pinna osadest",foto
2783271,Von Patkul'i pitser vapiga Lakk  Õpetatud Eesti Seltsi kogust   Mõranenud,pitser/templijäljend
3288141,"Patente der Livländischen Gouvernements-Verwaltung. Dreiundzwanigster Jahrgang     Riga, 1881. Druck der Livländischen Gouvernements-Typographie. 165 lhk",raamat
213258,Okariini valmistas Heinrich Meri Pärnus 1933.a. Pill ostetud Tallinna raamatukaupluse 24 vahendusel 1956.a.,muusikainstrument
2754991,"Teateleht Raba Johannes, 13.07.1971   Rahvapillimehed Mo238",dokument
2281401,"Kostüümikavand, Aegeus: Harri Paris, Suveöö unenägu, W. Shakespeare, 36.3x25.5 cm, akv., Estonia, 1937      väiksed pruunid täpid paberil",kavand/joonis/eskiis
3609977,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/8:38,kiri
2380101,"Õhtulehe karikatuurivõistluse töö: Kriitik ja lavastaja valge    MÄRGUSÕNA ""MÄRTS 73""",karikatuur
3692328,"Foto, Georg Otsa büstist Estonia teatris",foto
207841,"Käsikiri,Veljo Tormis-Vigala pillilugu         Vigala pillilugu            Rahvapilliansambli partituur!",käsikiri
2320907,Ehtenõela ktk   Kaevanud M.Mandel 1976-80.a.,arheoloogiline leid
2705576,Eesti Raadio Segakoori (Mo 247) materjalid ajavahemikust 1950.-1987. Materjalid tõi muuseumisse Kersti Inno 25.01.08. Seotud Ants Üleoja raamatuga.,kava
3622592,Kostüümikavand Kurt Troll vanem osatäitjale Draamateatri lavastusest Öö ja päeva piiril,kavand/joonis/eskiis
2312611,Varrasahelik tulerauaga   Saadud parun Ernst Ungern-Sternbergilt Essus,arheoloogiline leid
2137652,Toompea kindlustamine,fotonegatiiv
3709643,"Kostüümikavand tegelasele Rootsi, naine lavastusele Jane Avril. Balletiõhtu Portreed. Vanemuine 1975   Meeri Säre poolt üleantud muuseumile balletiõhtu;Ortreed (2 balletti);Vanemuine, 1975 balletiõhtu;Portreed (2 balletti - Jane Avril, Kameeliadaam);Vanemuine, 1975",kavand/joonis/eskiis
2474322,"foto, negatiiv, Henno Saarne, Optimistlik tragöödia, Vsevolod Višnevski, Noorsooteater, 1982, lavastaja - Kalju Komissarov, osades - R. Oja, M. Metsur, A. Vain    ,",fotonegatiiv
3294468,"maal, Öine Tallinn",maal
2766216,Lein Tallinnas Stalini surma puhul. Grupp töötajaid siirdumas mööda Vaksali pst Stalini mälestussamba juurde.,fotonegatiiv
3509029,"T412 Kustav-Agu Püümani teatrikavandid, arhiivmaterjalid, fotod T412:2/49:15",kavand/joonis/eskiis
1838565,ETMM-i fotolabori töö.  ETMM-i fotolabori töö. Fotograaf Henno Saarne (?).,diapositiiv
3108819,"Käsikiri, Eduard Visnapuu,Artikkel Taavet Mutsost",käsikiri
3597959,Märknumber - tähis     Märknumber-tähis on valgest plastist ning ažuurse servaga. Selle keskel on kujutatud kuldsega purjeregati sümboolikat,silt/märk
3349690,"Eesti NSV Ülemnõukogu valimised 16. veebruaril 1947. Kandidaadi elulugu ja portree: Ovsjannikov, Aleksei Ivani p. (vene k.)   Esmane üldinfo:",plakat
2347142,"Foto albumis   Saadud Ajaloomuuseumi fotokoguhoidja Viivi Glassi tööpärandist. Täpsem päritolu teadmata, kui pole museaali legendis teisiti märgitud.    Foto on kleebitud albumilehele",foto
3684902,"Foto lavastusest Kevade. Ugala 2002   Saadud teatritelt Cd-na tehtud ateljees fotod 2002 Kiir - Aarne Soro, Toots - Tanel Ingi",foto
2940363,"Foto, Vana Aadam, Teater Estonia",foto
3802421,Saadud muuseumile kogumisretkelt Pansode maja pööningule 2017-2018 T170:1/64:2,kiri
3197290,Ugala teatri lavastuste digifotod 2007. ja 2012. aastast. Fotograaf Jaanus Laagriküll,digitaalne kujutis
2521336,penn    aardeleid metallnõus,münt
3358468,"Horre Zeiger Bigbandi kontserdikava Sügiselehed   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/11:6",kava
3042622,"""Lenini lipu all kommunismile! 1917""",plakat
3380531,"Pärnu Kaubandusvalitsuse noorteklubi ""Viking"" 1975 - 1978.a. Õhtu Demis Roussose lauludega.   Majandusmuuseumi esemete üleandmine AM põhikogusse sesoes likvideerimisega.",foto
204826,"""Kodumaa tammed"" meeskoorile a cappella         Kodumaa tammed","käsikiri, laul/ vokaalmuusika"
3765679,"Võluflööt, Teater Estonia, 1936, osades: Tamino – Aarne Viisimaa",foto
1253873,"Pillikogu Pruun. Tehtud Tartu Klaverivabrikus. Saadud Salme kultuurikeskusest 2008. aastal. Valmistaja etikett klaviatuuri kohal värvitud puidule ja lakitud üle tekst. Vanemuine malmraamil tekst 926 TT ART.E-108/1.  Vajab häälestamist ja reguleerimist, väikesed täkked viimistlusel Bº1 keel katkenud.",muusikainstrument
2333567,"Sõrmuse ktk   M.Tammet, I.Leimus 5.11.97 metalliotsijaga aaraude leiukoha põllult",arheoloogiline leid
2882236,2004-2011. aastate üld- ja noorte tantsu- ning laulupeo pildid.,foto
4211331,"Iva Michailowska, tantsija ja varietee artist, tantsupoosis, ca 1925-1930",fotonegatiiv
2076465,"Tiskre-Tabasalu rand. Kõrge paekallas, eemal kalapaadid rannal",fotonegatiiv
3586431,"Käsikiri, Franz Erika, Ajaleheartikkel 1920",käsikiri
3940575,"ENSV rahvakohtute valimiste määrus     Raamat brosheeritud, roheliste kartongkaantega. Välja antud Tallinnas RK ""Poliitiline Kirjandus"" 1948.a. 23 lk. Trükitud trk. ""Kommunist"" korras",raamat
3433478,Tallinna II Toidukaubastu uue aasta vastuvõtmine Pirita restoranis. 1980.a. Pildil Urve Mölder.   Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed(albumid).,foto
3695189,"Kostüümikavand Trei, Soin ja Trumli Sass osatäitjatele Vanemuise teatri lavastusest Tagahoovis",kavand/joonis/eskiis
3209999,"Inimesed saunalaval, Von Krahli teater, 1999",fotonegatiiv
235961,"maal. Henn Roode: Salme Reek, 1970 kuni 1972     Salme Reek (portreemaal), 1970 – 1972. 3/4 portreemaal Draamateatri näitlejannast Salme Reegist (1907 – 1996), mida võib pidada suisa inetuks, kuid sellest hoolimata ääretult huvitavaks.  Maalimise hetkel kuuekümnendates eluaastates olnud näitlejanna mõjub portreel palju vanemana. Tema näojooned on grotesksed ning väsimist ja kulumismärke rõhutab hallikas koloriit, mis ei jäta, erinevalt kaasaegsete mälestustest muljet, et tegu on särtsaka prouaga, kes käitub oma vanusest palju noorema inimese käitumismustrite järgi. Samuti tundub maali vaadates uskumatu, et Reek oli vaid kümme aastat varem kehastanud teatrilaval näiteks Nukitsameest või Kuslapit Oskar Lutsu „Kevadest“. Reegi portreel kipuvad figuur ja taust vägisi üheks sulama ning portreteeritav muutub justkui osaks interjöörist. Sarnaselt Roode portreele Karl Aderist tõusevad esile hämmastavad erinevused selle vahel, kuidas on näitlejannat kujutanud Roode ja kuidas teda tagantjärgi kirjeldanud kaasaegsed. Mälestustes meenutatakse, et Reek oli olnud kõige särtsakam ja värvikam (ja vahel ka tüütuim) näitlejanna kogu Draamateatris, kes andis oma energilisusega silmad ette ka endast poole noorematele. Küllap vihjab figuuri sulandumine tühjusesse Pühakirja ridadele „…keda te armastate, kuigi te ei ole teda näinud“ (Pt 1,8). Näitlejate puhul on ju tavaline, et neid tuntakse nende rollide järgi, armastatakse tegelaskujusid, keda nad mängivad, kiindutakse nende teatraalsesse poolde, kuid küsimus, kes see näitleja tegelikult, päriselt on, jääb sageli vastuseta. Nõnda võib arvata, et Roodel on ehk õnnestunud sellel portreel näha Reegist läbi, tema teatraalsuse taha ja võib-olla aimata pisut rohkem tema tegelikku loomust. /tekst Liisi Aibel, 2013/",maal
1454566,"Kirjad-Helmi Viitol   Ester Mägi isikukogu 2.aprill,1946",kiri
2305082,Tänukiri: Vello Orumets: esinemise eest sõjaväe osa nr. 56190 poolt: 7.05.1986   Vello Orumetsa kogu üle antud Leo Kikase poolt 13.09.2012.,aukiri/auaadress
3926815,"Peer Gynt Suite I für Violine und Klavier, Peer Gynt Suite II für Violine und Klavier oder Violoncello und Klavier     A. Üksipi autogramm vene keeles",noodid
3393994,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud albumid.,foto
3666521,Kostüümikavand Missis Savage osatäitjale Pärnu teatri lavastusest Kummaline missis Savage,kavand/joonis/eskiis
3480600,"foto, August Sunne abikaasaga",foto
3018929,"foto, Parikas, Karl Jungholz, portree, ca 1924   TA Ajaloomuuseum, Akt 54, 10.11.1948",fotonegatiiv
3554515,Foto Estonia teatri lavastusest Maskiball,foto
3579226,"Väljakirjutus ajakirjandusest lavastuse Vana Aadam kohta, 1926, P. Pinna kogu     A. Adson ""Vilet ja loorbereid"": ""Vana Aadam"".",dokument
2454130,"B.Thomas-Charley tädi, B.Shaw-Inimene ja üliinimene, Tondu tuluõhtust, H.Bataille-Pulmamarss, O. Luts - Ärimehed, R.Nelson - Kõrgus lõbutseb, E.Didring - Kõrge mäng, H.Ibsen - Naine merelt, Ed.Vilde- Side, Kitzberg - Kosjasõit, M.Gorki - Põhjas, Schönherr - Usk ja kodu",ajaleht
3437928,Vabariikliku naiskooride laulupäeva tegelasmärk,silt/märk
3334799,foto Siberist,foto
2759878,Teater NO99 plakatid aastatest 2005-2009 (NO99-NO77.5),plakat
3208507,Kiri Konstantin Türnpult,kiri
2290627,"Cyrillus Kreegi kiri Peeter Südale, 20. jaanuar 1919     20.I.19 Haabsalus
Kaasvõitleja!
Mul on praegu väga palju tööd; ega saa midagi muusikapõllul luua. Olen kahes gümnaasiumis lauluõpetaja. Pääle selle eratunnid ja laulukoor. Saare ja Neumannile palun teatada et mul midagi soolo häältele pole. Tahtsin küll midagi neile kirjutada, aga ajapuudus ei luba. Käisin Lihulas oma kooriga. Andsime 2 kontserti. Nüüd on koolilaste pidud ees. Valmistan nende vastu. Kirjuta kohe, mis Sa ""Meie err'ist"" arvad. Kas maksab laulukoori aega sellega raisata? - Lähemal ajal saadan Sulle kolme vaimuliku laulu sõnad. (""Nüüd saadab Jumal õnne"", ""Ma tean ühte kurja maad"" ja ""Oh taganege minu hirmud""). Sel aastal pole ma veel midagi kirjutanud. Sulg roostetab. 
Mis Sina teed? Tervisid Tallinna muusika jüngritele, sel raskel ""katsumise"" ajal. CKreek.","kiri, postkaart"
2522960,penn    aardeleid metallnõus,münt
2039971,Pirita supelrand.     1365,foto
217681,saadud iga aasta lõpul teatrilt 1996 1.06;autor:K.Campell 1996 1.06;autor:K.Campell,plakat
3433667,Majandusajaloo Muuseumi likvideerimiskomsjoni poolt üleantud esemed(albumid).,foto
2391071,"Põhikiri: August Pulst: Tallinna Eesti teatri ""Estonia"" ehituse ja ülespidamise osa-ühisuse põhjuskiri",väiketrükis
3409234,"Filmi ""Agent sinikael"" võttegraafik Filmi võttegraafik aastast 2001, 19 lk",dokument
2767702,Töörahva püha 1. mail 1953. a-l. Töötajate rongkäik.,fotonegatiiv
1836750,ETMM-i fotolabori töö.  ETMM-i fotolabori töö. Fotograaf Henno Saarne (?).,diapositiiv
3358145,"Horre Zeiger Bigbandi esinemiskava Mustpeade Majas   Horre Zeigeri dokumendid, fotod, partituurid, mis on kogutud levimuusika näituse projekti raames. Materjal omab muusikaloolist väärtust. Horre Zeigeri kogu on M 520.  M520:1/10:11",kava
204102,Laulud mees- ja segakoorile a cappella        Jaanitulele        Rahvalaul ja rahvaluule    segak.ja meesk.kogud,"käsikiri, laul/ vokaalmuusika"
3696306,Foto Georg Ots  nimiosas ooperis Deemon Leningradis,foto
2745982,8. Eesti Laskurkorpus. Kaks komandöri (vanemleitnant Lomp) 921. laskurpolgust,fotonegatiiv
3255104,"Plakat, M. J. Glinka 150. sünniaastapäeva tähistamine lavastuse Ruslan ja Ludmilla esietendusega teatris Estonia",plakat
2073075,Lindeni loss Haapsalu lähedal.,fotonegatiiv
2332018,Eseme ktk-d   Saadud Mati Mandeli juhatatud kaevamistel 1983-1990 aastatel. (II kaevand)  Eesti Ajaloomuuseumi 1990.aasta suve arheoloogiliste kaevamiste leiud Maidla kivikalme II kaevendist,arheoloogiline leid
3632873,"Suur viiuldaja, Teater Estonia, 1949, pildil: stseen etendusest, 2. vaatus",fotonegatiiv
3197406,"Plakat, Sügisjazz, Mahavok ja Kare Kauks   Jazzkaare plakatid 1991.-2015. aastatest. Seni esindamata materjal.",plakat
2051111,Vaade Pirita rannale     1511,foto
3714289,"Kiri, Eller, Heino, Ellu Ellerilt Mart Humalale",kiri
3290112,Der häusliche Zwist     ENSV Riiklik Avalik Raamatukogu,raamat
213268,"Kornet      Firma ""A. Baumgärtel"" köningsberg. Kornet oli kasutusel Kuusalu pasunakooris XX sajandi alguses. Saadud Kuusalu Muusika Seltsilt 1937.a. Pumbad ei tööta, puuduvad pumbanupud. Kroonid kinni. Puudub huulik.",muusikainstrument
3608474,2018. aasta oktoobris New Yorgis välitöödel kogutud teatriteadlase Mardi Valgemäe ja tema perekonna arhiivmaterjalid. Koguja muuseumi peavarahoidja Ann Aaresild. Projekti rahastas Rahvuskaaslaste programm.  ETMM T771:1/3:8,dokument
2553526,"""Livland-Estland Austellung"". Fotokoopiad näituse väljapanekutest: skeeme ja kaarte Eesti- ja Liivimaa kohta majandusest, rahvastikust jms. stende balti-saksa kultuuritegelastest, venelaste sõjavastase propaganda plakateid, metsloomade topiseid jm.",foto
3666451,Foto G.Ernesaks smokingis,foto
3529302,"Els Vaarman, fotod, Vaarman esinemas, klaveril Dagmar Kokker, ca 1956",foto
3825712,"Kõne, Aavik,Juhan, Tartu Ülikooli 300.juubeliaktusel      servad murtud",käsikiri
