,id,full_nr,name,ks,material,commentary,event_type,location,start,end,before_Christ,country_and_unit,participants_role,participant,parish,text,class,technique,parameter,unit,value,museum_abbr,musealia_mark,musealia_seria_nr,musealia_queue_nr,musealia_additional_nr,collection_mark,collection_queue_nr,collection_additional_nr,element_count,legend,is_original,initial_info,damages,state,color,additional_text,type
100,3359273,ETMM _ 12800:639 M 520:2/6:1,"The patient ploughman, music by Horre Zeiger, lyrics by Heldur Karmo",520.0,paper,,lyrics,,,,,,author of the text,"Karmo, Heldur",,,,handwriting,document volume,leht,8,ETMM,_,12800.0,639.0,,M,2.0,06:01,1.0,"Horre Zeiger's documents, photos, scores collected as part of the popular music exhibition project. The material has musical historical value. Horre Zeiger's collection is M 520.",1.0,M520:2/6:1,,satisfactory,,score with words,"manuscript, sheet music"
101,3482692,,,,,,documentation,,10.12.1939,,ei,,liaison organization,Estonia Muusika Osakond,,,,,document volume,leht,8,ETMM,_,8630.0,,,Mo,1.0,16:06,1.0,,1.0,,,satisfactory,,"EMO Mixed Choir, Estonia and State Broadcasting Symphony Orchestra, N. Loona, I. Uudelepp, R. Sildnik, V. Veikat, H. Schüts, T. Koha, K. Shypris, conductor V. Nerep",document
102,4092977,ETMM _ 8279 Af 752:142/T,"beauty poster, musical: Who believes, who doesn't; A. In Liv. Estonia in 1970",752.0,paper,,,,,,,,,,,,,printing,width,cm,58.5,ETMM,_,8279.0,,,Af,142.0,T,1.0,,1.0,,,good,,beauty poster with blue bottom,poster
103,3525819,ETMM _ 6402 M 7:1/158:2,Letter from Aliide Ungerson to Juhan Simm,7.0,paper,,correspondence,,,,,,addressee,"Simm, Juhan",,,,,document volume,leht,1,ETMM,_,6402.0,,,M,1.0,158:02:00,1.0,,1.0,,,satisfactory,,,a letter
104,4049751,AM _ PB 129:24,"Uus Talu magazine, No. 3, 1934",129.0,paper,,Agriculture,,1934,,ei,Estonia,,,,,,,,,,AM,_,,,,PB,24.0,,1.0,,1.0,,,unspecified,,,magazines
105,2665885,,,,,,,,,,,,,,,,,,,,,AM,_,12784.0,,,F,,,1.0,,1.0,,,good,,,photo
106,2734979,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,1.0,,1.0,,1.0,,,good,,,photo
107,2844639,ETMM _ 8805 Mo 10:1/8:24,"Symphony concert program, September 28, 1958, conductor Neeme Järvi",10.0,paper,,concerts,building - facility Estonia concert hall,28.09.1958,,ei,"Tallinn, Estonia",performer,Eesti Riiklik Sümfooniaorkester,,,,printing,,,,ETMM,_,8805.0,,,Mo,1.0,08:24,1.0,,1.0,,,good,,,plan
108,2861021,ETMM _ 9437 Mo 10:1/11:4,"Program, Symphony concert, dir. Q.
Blacksmith, 1961",10.0,paper,,culture,,29.01.1961,,ei,,performer,"Krumm, Hendrik",,,,,,,,ETMM,_,9437.0,,,Mo,1.0,11:04,1.0,,1.0,,,good,,,plan
109,3910429,,,,,,doing choral singing,,,,,Estonia,,,,,,,height,cm,"22,5",AM,,,,,R-,,,1.0,,1.0,,Leaves yellowed. Cover edges worn.,satisfactory,,Printed at the expense and letters of H. Laakmann.,book
110,2625135,,,,,,,,,,,,,,,,,,,,,AM,_,8903.0,121.0,,F,,,1.0,,1.0,,,good,,,photo
111,3912552,,,,,,,,,,,,,,,,,,,,,ETMM,_,5659.0,,,Af,10.0,T,1.0,,1.0,,,good,,Leonid Leonov. Premiere 07.10.1957. Directed by Kulno Süvalep.,poster
112,3971793,ETMM _ 11732 M 94:1/23:3,"Plan, Kaljuste, Heino-plan of the 1975 general song party",94.0,paper,,"music, theater, dance",,juuli.75,,ei,,contact person,"Kaljuste, Heino",,,,,,,,ETMM,_,11732.0,,,M,1.0,23:03,1.0,,1.0,,,satisfactory,,,plan
113,2723617,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
114,3370425,ETMM _ 11457 M 159:1/645:13,"Photo, Karl Leichter, Laine Leichter with daughter Epu",159.0,photo paper,,photography,,1948,,ei,,contact person,"Leichter, Karl",,,,,,,,ETMM,_,11457.0,,,M,1.0,645:13:00,1.0,,1.0,,,satisfactory,,,photo
115,2669608,AM P- 486,Table pages: Estonia and the European Union,486.0,paper,,state and society,,2000,,ei,Estonia,,,,,,,height,cm,"29,8",AM,,,,,P-,,,1.0,Information materials of the European Union. Transferred by the State Chancellery.,1.0,16 pcs. 2000-2008. a. Dimensions 29.8x21 cm.,,good,,,in small print
116,2653050,AM N 39436:4,"Tallinn, Mäekalda street.",39436.0,silver gelatin emulsion,,street,street Mäekalda,,,,"Tallinn, Estonia",,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,4.0,,1.0,,1.0,,,good,,,photo negative
117,2233976,AM Fm 315:149,"Shooting of the movie ""Indrek"".",315.0,photographic material>film,,taking pictures,,29.11.1974,21.11.1975,ei,Estonia,the author,"Poljakov, Jüri",,,,photography>black and white photography,negative format,60 x 60 mm,1,AM,,,,,Fm,149.0,,1.0,"A partially preserved collection of negatives from Tallinnfilm's photo archive - coverage of three films: ""Indrek"", ""Dangerous Games"" and ""Colorful Dreams"". Submitted to the Film Museum via Kinoliidu.",,Black and white negative with 6x6 frame format,,good,,Working moment: Maurus school students,photo negative
118,3231338,ETMM _ 8201 M 13:1/331:27,Greetings and congratulations from institutions and organizations to Aino Tamme.,13.0,paper,,correspondence,the city of Tallinn,12.01.1935,,ei,Estonia,addressee,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,331:27:00,1.0,,1.0,,,good,,,postcard
119,2491379,AM F 32998:15,Group photo: criminal police officers and police chiefs,32998.0,photo material>photo paper>silver gelatin paper,,taking pictures,,1920,1930,ei,Estonia,,,,Photo in the album,name on the source document,photography>black and white photography,height,cm,"10,7",AM,,,,,F,15.0,,1.0,,,"Photos from the photo album F32998 of Johann Kokla, prefect of Lääne Saare.",,good,,"From the left: 1. ..., 2. Otto Eiland (Heinlaid), 3. August Ploom, 4. Johann Kokla, 5. Emil Jürisson (Jürisoo)?",photo
120,2708383,AM N 39114:2,"Tallinn, Pirita, Kloostrimetsa. Harju Hunting Club.",39114.0,silver gelatin emulsion,,club activities,,,,,Estonia,,,,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,2.0,,1.0,,1.0,,,good,,,photo negative
121,3538895,,,,,,,,,,,,,,,,,,,,,ETMM,_,7665.0,,,T,1.0,36:28:00,1.0,,1.0,,,unspecified,,,photo
122,2774358,AM _ 13738:256-054 P 759,Seal of Count Osten-Sacken with coat of arms,759.0,organic matter,Polish,<making/originating>,,1801,1900,ei,,,,,,,,diameter,cm,4,AM,_,13738.0,256.0,54,P,,,1.0,Taught from the collection of the Estonian Society,1.0,,Cracked,satisfactory,,,there/imprint
123,3626329,ETMM _ 10131 T 131:2/19:7,"Costume design, Act II Children, girls in tatters for the play Mimeski. S. Grünberg, L. Sumera, Vanemuine 1981",131.0,paper,,theater performances,,1981,,ei,,director,"Kurg, Kalle",,,,pen,height,cm,30,ETMM,_,10131.0,,,T,2.0,19:07,1.0,,1.0,,,good,,,design/drawing/sketch
124,2804935,ETMM _ 7376 T 56:1/47:11,"Toomas Tondu: Brochure, Baden-Baden",56.0,paper,,tourism,,1925,,ei,,,,,,,,,,,ETMM,_,7376.0,,,T,1.0,47:11:00,1.0,,1.0,,,good,,,document
125,2473669,AM _ 2396:10 F 3407,"Series: ""5 years since the liberation of Odessa from the German fascist usurpers by the Soviet army"". Odessa is being restored with diligent work. The city becomes as beautiful as before the war.",3407.0,photo paper,,city ​​life,,,,,USSR,photographer,TASS-i fotokroonika,,,,,page height,cm,"15,8",AM,_,2396.0,10.0,,F,,,1.0,,1.0,,,good,,,photo
126,3667204,ETMM _ 9293 T 60:2/125:8,Costume design for Maggi from Pärnu Theater's production The Story of Billy Jack,60.0,paper,,theater performances,the city of Pärnu,1970,,ei,Estonia,author of the text,"Olsen, Ernst Bruun",,,,watercolor,height,cm,"30,5",ETMM,_,9293.0,,,T,2.0,125:08:00,1.0,,1.0,,,good,,,design/drawing/sketch
127,203576,ETMM _ 10097 M 162:2/75:1,"Suite ""Four sketches"" for wind quintet. Score",162.0,paper,,composing,,1960,,ei,,the author,"Lemmik, Heino",,,,handwriting,,,,ETMM,_,10097.0,,,M,2.0,75:01:00,1.0,,1.0,,,satisfactory,multicolored,4 sketches. Suite for brass quintet,"manuscript, musical composition"
128,3063593,ETMM _ 6513 T 9:405/Ar,Victoria & Albert Museum. A Picture Book of the Pre-Raphaelites and their School,9.0,paper,,art criticism,,1926,,ei,,,,,,,printing,volume of the book,lk,24,ETMM,_,6513.0,,,T,405.0,Ar,1.0,,1.0,,,satisfactory,,Autogr. of K. JUngholz.,album
129,2057872,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,11.0,,1.0,,,,,good,,,photo
130,2164795,ETMM _ 9393 M 9:2/337:3,"""Hello, kuusi, hello, cheater"", ""Imäl oli jo"" for mixed choir",9.0,paper,,music,,,,,,,,,,,handwriting,document volume,leht,2,ETMM,_,9393.0,,,M,2.0,337:03:00,1.0,Mart Saare personal collection M9,1.0,,"yellowed, frayed",satisfactory,,,"script, song/vocal music"
131,3942780,AM _ R- 2257,Revelation in a storm,2257.0,paper,,religion and beliefs,,,,,,the author,"Depman, J.",,,,printing,height,cm,25,AM,_,,,,R-,,,1.0,,1.0,,"worn, yellowed, dirty, broken",satisfactory,,Paperback book with gray cardboard covers. Issued in Tartu in 1909. 42 pages. Illustrated. Printed by Ed. Bergmann trk.,book
132,3435817,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,103.0,,1.0,Items/albums handed over by the liquidation commission of the Museum of Economic History.,1.0,,,good,,,photo
133,4132166,ETMM _ 11086 M 104:2/146:6,"""Antti, ärtu darling"" for male choir a cappella",104.0,paper,,composing,,1955,,ei,,the author,"Karindi, Alfred",,,,handwriting,,,,ETMM,_,11086.0,,,M,2.0,146:06:00,1.0,,1.0,,,satisfactory,,,"script, song/vocal music"
134,3817018,ETMM _ 12907:258 T 170:2/11:70,"Portrait of Voldemar Panso, late 1960s
in a home environment, K. With great dedication",170.0,photo paper,,theater,,1970,,ei,Estonia,director,"Panso, Voldemar",,,,,height,cm,"17,5",ETMM,_,12907.0,258.0,,T,2.0,0.506944444,1.0,Received for the museum from the 2017-2018 collection trip to the attic of the Pansode house,1.0,T170:2/11:70,,good,,,photo
135,3534169,ETMM _ 8802 T 174:2/70:5,"Costume design for the character Mehis in the production Tasuleegid. E. Kapp, Estonia 1945",174.0,paper,,theater performances,,1945,,ei,,the author,"Mei, Natalie",,,,watercolor,,,,ETMM,_,8802.0,,,T,2.0,70:05:00,1.0,,1.0,,,good,,,design/drawing/sketch
136,4049987,AM _ PB 153:10,"Eesti Naine magazine, No. 12, 1937",153.0,paper,,women,,1937,,ei,Estonia,,,,,,,,,,AM,_,,,,PB,10.0,,1.0,,1.0,,,unspecified,,,magazines
137,2521536,AM _ 29147:1494 M,killing,,trillion,,preparation,the city of Riga,1479,1484,,,,,,,,,weight,g,0.91,AM,_,29147.0,1494.0,,M,,,1.0,,,treasures in a metal container,,unspecified,,,coin
138,3606621,ETMM _ 10802 T 11:2/48:4,"Illustration Kitchen maid at a flowering tree, Nightingale",11.0,paper,,theater performances,,,,,Estonia,the author,"Roosa, Lembit",,,,watercolor,height,cm,"23,5",ETMM,_,10802.0,,,T,2.0,48:04:00,1.0,,1.0,,,good,,,design/drawing/sketch
139,3535322,ETMM _ 7215 M 8:1/120:15,"Plan, Franz Erika, play-Fanny and her servants",8.0,paper,,"music, theater, dance",,,,,,director,"Sepp, Paul",,,,,,,,ETMM,_,7215.0,,,M,1.0,120:15:00,1.0,,1.0,,,satisfactory,,,plan
140,2402525,ETMM _ 8293 T 429:144/Ar,"Book: Bernhard Kellermann, Yester and Li, ""Uusim lijastur"", Tallinn 1927",429.0,paper,,fiction,,,,,,the author,"Kellermann, Bernhard",,,,,volume of the book,lk,206,ETMM,_,8293.0,,,T,144.0,Ar,1.0,,1.0,,,good,,,book
141,2039850,AM _ 13775 F 16512,"Portrait: Jürri Kask, 65 years old, from Rapla parish. From the series of portraits by Ch.Borchardt ""Estonian types"". The series (a total of 12 portraits) was judged worthy of a silver medal at the all-Russian ethnographic exhibition of the Society of Naturalists of the Imperial University of Moscow in 1867.",16512.0,photo material>photo paper>albumin paper,,preparation,,,,,,the author,"Borchardt, Charles",,,,photography>black and white photography,height,cm,33,AM,_,13775.0,,,F,,,1.0,,1.0,,,satisfactory,,511. III. 301 d.,photo
142,2727284,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
143,2039204,,,,,,,,,,,,,,,,,,,,,AM,_,13741.0,313.0,8,F,,,1.0,,,,,good,,,photo
144,2351041,AM _ 25283 M 1390,Medal,1390.0,copper,,metal art,,1500,2000,ei,,,,,,,,height,mm,62,AM,_,25283.0,,,M,,,1.0,,,,,good,,"1500 years Kiev, Ivan Franko",medal
145,2073383,AM N 5642:8,Evangelical Lutheran Church,5642.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1910,1920,,Estonian Narva-Jõesuu,,,,,,photography>black and white photography,height,cm,13,AM,,,,,N,8.0,,1.0,,1.0,,,unspecified,,,photo negative
146,2715783,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
147,2605099,AM _ 9978 G 3878,Portrait of J.V. Stalin,3878.0,tempera,,,,,,,,,,,,,painting,height,cm,86,AM,_,9978.0,,,G,,,1.0,,1.0,,,good,,,in the country
148,4028766,,,,,,,,,,,,,,,,,,,,,ETMM,_,12917.0,282.0,,Df,,,1.0,Digital photos of Ugala Theater productions 2015 - 2019,1.0,,,good,,,digital image
149,2657551,AM N 39800:1,"Tallinn, Põhja-Tallinn, Kalamaja, corner of J. Nikonov (Soo) street and Põhja puistee.",39800.0,movie,,taking pictures,,1987,,ei,Estonia,the author,"Vilde, Ivar",,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,1.0,,1.0,,1.0,,,good,,,photo negative
150,2806836,AM N 6369/b,History Museum staff artist Richard Ringo,6369.0,movie,,portraiture,,,,,,imagined,"Ringo, Richard",,,,black and white photography,negative format,24 x 36 mm,1,AM,,,,,N,,b,1.0,,1.0,,,good,,,photo negative
151,2551044,ETMM _ 9052 Mo 237:1/9:2,Proof: Folk singers: Aleksander Jürgens: Vändra: Proof of employment at Dvigatel: 1941,237.0,paper,,,,,,,,,,,,,printing,,,,ETMM,_,9052.0,,,Mo,1.0,09:02,1.0,Folk songs Mo 237,1.0,,,satisfactory,,,document
152,3664009,ETMM _ 9293 T 60:2/108:8,Costume design for actor Timofeev from Pärnu Theater's production Five evenings,60.0,paper,,theater performances,the city of Pärnu,1969,,ei,Estonia,liaison organization,Teater Endla,,,,watercolor,height,cm,19,ETMM,_,9293.0,,,T,2.0,108:08:00,1.0,,1.0,,,good,,,design/drawing/sketch
153,3055330,,,,,,lifestyle/living situation,,1980,,ei,"Tallinn, Estonia",printer (maker),EKP KK Kirjastuse trükikoda,,,,,height,cm,59,AM,,,,,F158,62.0,,1.0,,1.0,,,good,,,poster
154,2816641,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,1.0,,1.0,,1.0,,,good,,,photo negative
155,2479998,ETMM _ 6438 M 234:1/86:1,Photo: August Pulst: Aesoo's violin choir: two photos: 1905: Photos Jüri Riismann,234.0,paper,,,,,,,,,,,,,photography>black and white photography>wet collodion process>pannotype,,,,ETMM,_,6438.0,,,M,1.0,86:01:00,1.0,August Pulst personal collection M234,1.0,,,satisfactory,,,photo
156,2074599,AM N 5650:150,"Steamer ""Nuremberg"" in port",5650.0,photographic material>emulsion>silver gelatin emulsion,,taking pictures,,1910,1930,,Estonia,,,,,,photography>black and white photography,height,cm,9,AM,,,,,N,150.0,,1.0,,1.0,,"Edges silver mirror, sulfuration",good,,,photo negative
157,2557539,,,,,,anniversary birthdays,,1966,,ei,,performer,Eesti Draamateater,,,,,,,,ETMM,_,9137.0,,,T,1.0,279:08:00,1.0,,1.0,,,good,,,photo
158,2214768,AM N 45065:22,"Product sample of ""consumer glass"".",45065.0,photographic material>film>acetate cellulose film,,<making/originating>,,1960,1979,ei,"Tallinn, Estonia",the owner,Tarbeklaas,,,,photography>black and white photography,negative format,90 x 120 mm,1,AM,,,,,N,22.0,,1.0,"This is A. Valvet, who worked in the 1960s-1970s. in the factory ""Tarbeklaas"" as a photographer, with photos and negatives of the company's product samples. In addition, cards with watermarks from the ""Zodiac signs"" product line.",,,,good,,,photo negative
159,3242426,ETMM _ 5429 T 10:3/381:13,Photo from Teater Estonia's spoken word play What You Want,10.0,photo paper,,photos (works),,,,,Estonia,the author,J. & P. Parikas,,,,black and white photography,height,cm,"14,5",ETMM,_,5429.0,,,T,3.0,381:13:00,1.0,,1.0,,"pin holes, traces of glue on the back",good,,,photo
160,2233917,AM Fm 315:90,"Shooting of the movie ""Indrek"".",315.0,photographic material>film,,taking pictures,,29.11.1974,21.11.1975,ei,Estonia,the author,"Poljakov, Jüri",,,,photography>black and white photography,negative format,60 x 60 mm,1,AM,,,,,Fm,90.0,,1.0,"A partially preserved collection of negatives from Tallinnfilm's photo archive - coverage of three films: ""Indrek"", ""Dangerous Games"" and ""Colorful Dreams"". Submitted to the Film Museum via Kinoliidu.",,Black and white negative with 6x6 frame format,,good,,Miralda - Maria Klenskaya,photo negative
161,3335540,,,,,,theater,,1994,,ei,,liaison organization,VAT Teater,,,,,,,,ETMM,_,12779.0,118.0,,Df,,,1.0,photos obtained from VAT Theatre,1.0,,,good,,,digital image
162,4045413,,,,,,making music and singing,,,,,,composer,"Beethoven, Ludvig van",,,,,diameter,cm,30,ETMM,_,8516.0,,,Hp,,,1.0,,1.0,,,good,,"A: L. Beethoven: Symphony no. 2 in D major, Op. 36
1. Adagio molto. Allegro con brio
2. Larghetto
B: L. Beerhoven: Symphony no. 2 in D major, op.36
3. Scherzo. Allergo
4. Allegro molto",audio recording
163,3678883,ETMM _ 11355 T 159:2/6:11,Situational photo of Georg Otsa with balloons,159.0,photo paper,,theater,,,,,Estonia,a singer,"Ots, Georg",,,,black and white photography,height,cm,14,ETMM,_,11355.0,,,T,2.0,06:11,1.0,,1.0,,,good,,,photo
164,236640,,,,,,graphics (visual arts),,1965,,ei,Estonia,imagined,"Lauter, Ants",,,,sketch,width,cm,45,ETMM,_,11312.0,,,G,,,1.0,,1.0,,,good,multicolored,"pencil, sketch sketch; in the right corner sign. E. Einmann; in the left corner Ants Lauter 1965; 34x45; man sitting in armchair, head view left, left arm resting on couch with elbow, right arm extended forward",graphics
165,2667774,AM _ 13738:251-023 P 651,Seal of C. H. Z,651.0,organic matter,Polish,<making/originating>,,1701,1800,ei,,,,,,,,diameter,cm,"2,7",AM,_,13738.0,251.0,23,P,,,1.0,Taught from the collection of the Estonian Society,1.0,,Cracked,satisfactory,,Dominus Protector Meus,there/imprint
166,3910482,ETMM _ 11673 M 164:1/116:21,"Document, Lepnurm, Hugo- Valga church organ",164.0,paper,,cultural history,,,,,,compiler,"Lepnurm, Hugo",,,,,,,,ETMM,_,11673.0,,,M,1.0,116:21:00,1.0,,1.0,,,satisfactory,,,document
167,213179,,,,,,,,,,,,,,,,,,,,,ETMM,_,,,,T,,,1.0,,1.0,,,good,black and white,,design/drawing/sketch
168,3637543,ETMM _ 11298 M 99:1/112:30,"Photo, Eugen Kapp, 1977",99.0,photographic material,,photography,,1977,,ei,,imagined,"Kapp, Eugen",,,,black and white photography,,,,ETMM,_,11298.0,,,M,1.0,112:30:00,1.0,,1.0,,,good,,,photo
169,3523151,ETMM _ 5743 M 15:1/169:9,"Kava, Eduard Visnapuu, As You Like It",15.0,paper,,,,,,,,,,,,,,,,,ETMM,_,5743.0,,,M,1.0,169:09:00,1.0,,1.0,,,satisfactory,,,plan
170,2045836,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,37.0,,1.0,,,,,good,,,photo
171,3831957,,,,,,,,,,,,,,,,,black and white photography,,,,ETMM,_,9973.0,,,T,1.0,151:05:00,1.0,,1.0,,,good,,,photo
172,2041852,AM F 18498:4,Pärnu Moat,18498.0,paper,,defense buildings/facilities,building - facility Pärnu moat,,,,"Pärnu, Estonia",,,,,,photomechanical printing>photolithography>collotype,page height,cm,"9,2",AM,,,,,F,4.0,,1.0,,1.0,,,good,,Bought from Vilhelmine Tamse.,"photo, postcard"
173,2911905,ETMM _ 8201 M 13:1/146:6,"Letter to Aino Tamme from Tooni Kroon, Tartu 02/06/1935",13.0,paper,,correspondence,,06.02.1935,,ei,"Tartu, Estonia",addressee,"Tamm, Aino",,,,,,,,ETMM,_,8201.0,,,M,1.0,146:06:00,1.0,,1.0,,,good,,,a letter
174,2055257,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,25.0,,1.0,,,,,good,,,photo
175,2334890,AM _ 36267 A 1026:345,coin,1026.0,silver,,,,,,,,,,,,,,,,,AM,_,36267.0,,,A,345.0,,1.0,"Archaeological excavation of the Uugla settlement in 2005, finds 1-322; 2006 findings 323 - 508. M. Mandel",,,,good,,,archaeological find
176,2795631,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,1.0,,1.0,,1.0,,,good,,,photo negative
177,2728717,,,,,,,,,,,,,,,,,,,,,AM,,,,,F,,,1.0,,1.0,,,good,,,photo
178,3626071,ETMM _ 7461 Fk 39620/r,"Don Quixote, Teater Estonia, 1958, in parts: Sancho Panza - Heino Otto, Don Quixote - Valter Luts",39620.0,movie,,theater,,1958,,ei,,liaison organization,Rahvusooper Estonia,,,,black and white photography,negative format,60 x 60 mm,1,ETMM,_,7461.0,,,Fk,,r,1.0,,1.0,,,satisfactory,,,photo negative
179,3582543,,,,,,theater history,,,,,,liaison organization,Eesti Riiklik Teatriinstituut,,,,black and white photography,,,,ETMM,_,5923.0,,,T,1.0,41:58:00,1.0,,1.0,,,good,,,photographic material
180,3165012,AM _ 464 G 4343,"drawing, Medical nurse Estonian corps from a rest home in 1943.",4343.0,paper,,army,,1942,1944,ei,,,,,,,pen,height,cm,44,AM,_,464.0,,,G,,,1.0,,1.0,,Lightly soiled,satisfactory,,,drawing
181,2814907,,,,,,,,,,,,,,,,,,,,,AM,,,,,N,3.0,,1.0,,1.0,,,good,,,photo negative
182,3254410,ETMM _ 12762:497 M 169:1/24:1,Vaclav Šuk's letter to Virve Lippus,169.0,paper,,correspondence,,03.11.1974,,ei,,addressee,"Lippus, Virve",,,,,,,,ETMM,_,12762.0,497.0,,M,1.0,24:01:00,1.0,"Archives of Endel Lippus and Virve Lippus M 169, some materials from Urve Lippus M 131",1.0,24:01:00,,good,,,a letter
183,4033949,ETMM _ 7413 M 316:1/21:19,"Organ evening program page, Tallinn St. John's Church, 14.02.1923",316.0,paper,,,,,,,,,,,,,,,,,ETMM,_,7413.0,,,M,1.0,21:19,1.0,,1.0,,,good,,,plan
184,3225083,ETMM _ 4868 Fk 5540/kl,"Toomas Nipernaadi, Drama Theater, 1936, scene from the fourth short story, A Day in Terikeste Village",5540.0,glass,,theater,,,,,,actor,"Möldre, Mari",,,,black and white photography,image height,cm,15,ETMM,_,4868.0,,,Fk,,kl,1.0,,1.0,,,good,,,photo negative
185,3840359,ETMM _ 6768 Fk 24196/k,"in the picture: Lilija Vasseljova performs, Elsa Avesson plays the piano",24196.0,movie,,theater,,1948,,ei,,liaison organization,Rahvusooper Estonia,,,,black and white photography,negative format,24 x 36 mm,1,ETMM,_,6768.0,,,Fk,,k,1.0,,1.0,,,satisfactory,,,photo negative
186,3448484,ETMM _ 9712 T 360:2/2:33,Costume design for the character Old Men. Prince Igor. Estonia 1951,360.0,paper,,theater performances,,1951,,ei,,liaison organization,Rahvusooper Estonia,,,,pen,page height,cm,"30,5",ETMM,_,9712.0,,,T,2.0,02:33,1.0,,1.0,,,good,,,design/drawing/sketch
