id,type,curie_similarity
3255113,poster,[0.00748654 0.01012535 0.01462551 ... 0.00591332 0.01012535 0.01495479]
400517,photo,[0.0014211  0.0122993  0.00414123 ... 0.00982102 0.00234815 0.00267637]
3276468,photo,"[-0.00215001  0.00211509  0.00931246 ...  0.01777749  0.00173212
  0.00283565]"
3136609,letter,"[-0.02092754  0.01363317  0.00157169 ...  0.00161663  0.00475174
  0.00434492]"
2350903,medal,"[ 0.00572264  0.01459484  0.00157712 ... -0.00404241  0.01929106
  0.01075163]"
3632842,photo negative,"[-0.00768171  0.01692958  0.01458032 ...  0.0141142   0.00592442
  0.01991277]"
3169998,seal/imprint,"[-0.00335386  0.00384749  0.01233843 ...  0.00565905  0.01008993
  0.01118584]"
2649871,photo,"[-0.00577868  0.00228877 -0.00080154 ...  0.01460275 -0.00533417
  0.00792559]"
3013568,plan,"[ 0.0060187   0.01436122 -0.00239586 ...  0.01304129  0.01213035
  0.00340905]"
1580338,poster,[0.01352509 0.0049032  0.0165359  ... 0.00055273 0.01686624 0.02416205]
3657342,design/drawing/sketch,[0.00519613 0.00605906 0.01769469 ... 0.02052472 0.00925561 0.00724211]
3587488,plan,"[-0.004638    0.00596511 -0.01563144 ...  0.00074277  0.01401502
  0.02127051]"
3919981,book,"[-0.00047042  0.00602792  0.0123275  ...  0.00303035  0.02006497
  0.01901583]"
3861931,photo,"[ 0.01031241  0.01597908 -0.00040188 ...  0.0053529   0.02025016
  0.00053623]"
2783271,seal/imprint,"[ 0.00386583 -0.00311266  0.00837791 ...  0.01254362  0.01217168
  0.0205124 ]"
3288141,book,"[-0.00435105  0.01861868  0.01086479 ...  0.01077137  0.0222901
  0.01209794]"
213258,musical instrument,"[-0.00440385  0.01146559  0.00366835 ...  0.01102567  0.02738544
  0.01930179]"
2754991,document,[0.0056608  0.01509546 0.00486875 ... 0.00019859 0.0222891  0.00679762]
2281401,design/drawing/sketch,"[-0.01560374  0.00058508  0.03626065 ...  0.01789895  0.01130022
  0.016085  ]"
3609977,letter,"[-0.00763814  0.01408802  0.01568504 ...  0.01410703  0.01479147
  0.01174952]"
2380101,caricature,[0.00758391 0.01030705 0.00034736 ... 0.01698944 0.01175692 0.01718461]
3692328,photo,[0.00076978 0.00801955 0.00672815 ... 0.01435706 0.01177426 0.01187537]
207841,manuscript,[0.01583369 0.01591959 0.01032674 ... 0.00088343 0.02489106 0.00763529]
2320907,archaeological find,"[-0.00656837  0.01478115 -0.00110557 ...  0.00311695 -0.00404136
  0.01173387]"
2705576,plan,[0.00595094 0.01550737 0.00882023 ... 0.0056961  0.01537523 0.00037282]
3622592,design/drawing/sketch,[0.00703466 0.00441641 0.01936623 ... 0.01272187 0.00332451 0.01938482]
2312611,archaeological find,"[ 0.02160247  0.00750714 -0.01639978 ... -0.00309381  0.01628668
  0.00661175]"
2137652,photo negative,"[ 0.00145174  0.01973921  0.00027835 ...  0.01449711  0.01022209
 -0.00885282]"
3709643,design/drawing/sketch,"[ 0.01903676  0.00770937  0.02077078 ...  0.01469701 -0.00591442
  0.01782763]"
2474322,photo negative,"[-0.00306681  0.02263692  0.01983845 ...  0.00339746  0.00968442
  0.01653204]"
3294468,country,"[ 0.0039465   0.01541596  0.00814121 ...  0.01442313 -0.01197715
  0.00336434]"
2766216,photo negative,"[-0.01524045  0.00492771 -0.00119051 ...  0.00777421  0.01546443
  0.01401785]"
3509029,design/drawing/sketch,[0.01175627 0.01811253 0.0137719  ... 0.02008128 0.00973127 0.01839378]
1838565,slide,"[-0.00535115  0.01591361 -0.0046403  ...  0.00527191 -0.00043583
  0.01370417]"
3108819,manuscript,"[-0.00820578  0.01363908 -0.00301902 ...  0.0045797   0.00837324
  0.01075496]"
3597959,label/sign,"[-0.00416814  0.0238152   0.00508007 ...  0.00779676  0.01164977
  0.0137792 ]"
3349690,poster,"[ 0.01790201  0.02810979  0.00127717 ... -0.0047921   0.01225127
  0.01147417]"
2347142,photo,"[ 0.00954188  0.02173584  0.01032081 ... -0.00488685  0.01723845
 -0.00121128]"
3684902,photo,[0.00803522 0.01952553 0.02033517 ... 0.00113915 0.01057241 0.01990211]
2940363,photo,"[-5.23160305e-03  1.78378746e-02 -8.98337603e-05 ...  1.28583973e-02
  5.59178228e-03  1.15347393e-02]"
3802421,letter,"[-0.01203297  0.0143105  -0.00648148 ...  0.00362982 -0.00751586
  0.00483501]"
3197290,digital image,"[-0.00390402  0.02148716  0.0189908  ...  0.01350806  0.01078056
  0.01752997]"
2521336,coin,"[ 1.13576883e-03 -5.82110588e-05 -7.82728288e-03 ...  2.03091260e-02
 -1.30067603e-03 -3.46537260e-03]"
3358468,plan,[0.01016132 0.00276468 0.01361075 ... 0.01136722 0.01771454 0.01674235]
3042622,poster,"[ 9.45826061e-03 -8.25943061e-05 -1.60133094e-02 ... -1.06085893e-02
  5.74251544e-03  6.69199321e-03]"
3380531,photo,"[ 0.00321321  0.03416051 -0.00342885 ...  0.00380325  0.01270119
  0.00523687]"
204826,"script, song/vocal music","[-0.00557669  0.01628703  0.01409472 ...  0.00647644  0.00466094
 -0.00321539]"
3765679,photo,"[-0.00375041  0.01213119  0.01766505 ...  0.00887958  0.01337348
  0.00341866]"
1253873,musical instrument,[0.00809947 0.02131941 0.00493963 ... 0.01474275 0.0195301  0.01046935]
2333567,archaeological find,"[-0.00722816  0.01110276  0.01510998 ...  0.00549454  0.01482578
  0.00332988]"
2882236,photo,"[ 0.00304051  0.0190441   0.00401689 ... -0.00577295 -0.0003383
  0.0052895 ]"
4211331,photo negative,[0.01964485 0.01111364 0.00737374 ... 0.0104957  0.00982243 0.00555682]
2076465,photo negative,"[-0.00043252  0.00951083  0.01265644 ... -0.00217995  0.01194405
  0.02425818]"
3586431,manuscript,"[ 0.01226669 -0.00501358 -0.00182019 ...  0.00693976  0.0207732
  0.01811895]"
3940575,book,"[ 0.01607811  0.02753341 -0.00425067 ...  0.01601339  0.02185661
  0.01332292]"
3433478,photo,"[-0.00185975  0.02694995  0.00584292 ...  0.01082895  0.01674249
  0.02497249]"
3695189,design/drawing/sketch,"[-0.00436803  0.00875005  0.01398328 ...  0.02320908 -0.0038573
  0.01345157]"
3209999,photo negative,"[ 0.01141828  0.00600863  0.01340244 ...  0.01532108 -0.00759503
  0.01197983]"
235961,country,[0.00217243 0.02473977 0.01283632 ... 0.02097097 0.00623625 0.01042018]
1454566,letter,"[-0.01010799  0.02509312  0.00742742 ...  0.0018045   0.00500746
  0.00460723]"
2305082,letter of honor/honorary address,[0.00167058 0.02589976 0.00787131 ... 0.00318678 0.01863676 0.01143829]
3926815,music sheet,[0.02012089 0.015716   0.0196427  ... 0.0110996  0.01738968 0.00320481]
3393994,photo,"[-0.00516324  0.01220316  0.00291365 ...  0.00112841  0.0059091
  0.01325216]"
3666521,design/drawing/sketch,[0.00124863 0.01368352 0.01025095 ... 0.01706933 0.00244349 0.01934212]
3480600,photo,"[-0.00811276 -0.007224   -0.00823126 ...  0.00768889  0.01267049
  0.00642184]"
3018929,photo negative,"[ 0.00349823  0.00955294 -0.00981466 ...  0.02095664  0.01847026
  0.01845156]"
3554515,photo,"[ 0.00591444 -0.00131087  0.00933351 ...  0.02288571 -0.00253443
  0.01442995]"
3579226,document,"[-0.01048161  0.01938817  0.01560054 ...  0.00677367  0.00923469
  0.00421421]"
2454130,newspaper,"[ 0.01389255 -0.00210634  0.00709272 ...  0.01003622 -0.00430542
  0.01516173]"
3437928,label/sign,"[-0.0164847   0.00237472  0.00875808 ...  0.01802253  0.00225399
  0.00364998]"
3334799,photo,"[ 0.01585581 -0.00432713 -0.00309365 ...  0.0082025   0.00964636
 -0.01745025]"
2759878,poster,[0.00217219 0.01794026 0.01370556 ... 0.00825481 0.00304489 0.01939952]
3208507,letter,"[ 0.02736853  0.00711072 -0.0066828  ...  0.00966912  0.01404845
  0.00632772]"
2290627,"letter, postcard",[0.00539109 0.01001392 0.00607105 ... 0.00246374 0.00602248 0.02912338]
2522960,coin,"[ 1.13576883e-03 -5.82110588e-05 -7.82728288e-03 ...  2.03091260e-02
 -1.30067603e-03 -3.46537260e-03]"
2039971,photo,"[-0.00858567  0.01284182  0.01093389 ...  0.00278163  0.01064036
 -0.00470561]"
217681,poster,"[-0.01460711  0.01403993  0.01045092 ...  0.00596     0.01268243
  0.0128219 ]"
3433667,photo,"[-0.00668894  0.01482051  0.0030824  ...  0.0072708   0.00682359
  0.01264696]"
2391071,small print,"[-0.00258548  0.01123877  0.01440581 ...  0.01678809  0.02440206
  0.00609584]"
3409234,document,"[-0.00372534  0.02179463  0.01652713 ...  0.0055462   0.00614542
  0.00901607]"
2767702,photo negative,"[-0.02057288  0.00741504 -0.0113638  ...  0.00528843  0.00926998
  0.01216011]"
1836750,slide,"[-0.00535115  0.01591361 -0.0046403  ...  0.00527191 -0.00043583
  0.01370417]"
3358145,plan,[0.01295967 0.00860197 0.01243977 ... 0.00930147 0.01091788 0.01448156]
204102,"script, song/vocal music","[-0.00417339  0.01100573  0.01119995 ...  0.00122658  0.01881147
  0.00516529]"
3696306,photo,[0.00818276 0.01440092 0.00669078 ... 0.00579651 0.00661664 0.00369058]
2745982,photo negative,"[-0.00424262  0.01513531  0.0027149  ...  0.00107721 -0.00199952
  0.01666776]"
3255104,poster,[0.00049139 0.01319169 0.0175795  ... 0.00935941 0.02276766 0.01594113]
2073075,photo negative,"[ 0.00085629 -0.01199384 -0.00275497 ... -0.00856173 -0.00553312
 -0.00265061]"
2332018,archaeological find,[0.00758938 0.02110993 0.00702703 ... 0.00159334 0.01195845 0.00548897]
3632873,photo negative,[0.01164837 0.01032703 0.0117702  ... 0.01460966 0.01418796 0.01567798]
3197406,poster,[0.0032047  0.01536777 0.00911538 ... 0.00793786 0.0172518  0.01680849]
2051111,photo,"[-0.00900971  0.00167859  0.00627155 ...  0.00369606  0.01025679
 -0.00179381]"
3714289,letter,"[-0.01767206  0.00932321 -0.00018971 ... -0.00388547  0.00575058
  0.01640159]"
3290112,book,"[ 0.00868216  0.00335134 -0.01930108 ...  0.00556817 -0.00663148
  0.00467574]"
213268,musical instrument,"[-0.00220247  0.00792052  0.0100578  ...  0.01543127  0.02739819
  0.01314964]"
3608474,document,"[-0.00723023  0.01534404  0.01580959 ...  0.01446045  0.01422293
  0.01105911]"
2553526,photo,"[ 0.01232221  0.01020493  0.02338549 ... -0.00010446  0.0066189
  0.02216472]"
3666451,photo,"[ 0.0054786   0.0064827  -0.01739825 ...  0.00209265  0.01917509
  0.00854643]"
3529302,photo,"[ 0.00493902 -0.00242846 -0.00690459 ...  0.00751569  0.02907771
  0.01794098]"
3825712,manuscript,"[-0.01541602  0.01006798  0.00748171 ...  0.01807619  0.01833481
  0.00805439]"
3996956,poster,[0.00170996 0.00471475 0.01933736 ... 0.02086448 0.01343128 0.01883139]
3889938,book,"[-0.0038847   0.01148644 -0.0130167  ...  0.00091804  0.01584108
  0.01006953]"
2314484,archaeological find,[0.00230454 0.01427507 0.00161528 ... 0.00802389 0.02500469 0.01574922]
2074375,photo negative,"[ 0.00985275  0.00158218  0.00984364 ...  0.00724387  0.00641066
 -0.00784942]"
2747038,plan,[0.00534726 0.0177245  0.00619797 ... 0.01262029 0.01614463 0.00746467]
1063416,photographic material,"[-0.00963431  0.01657689  0.00195008 ...  0.004239    0.01523102
  0.01393255]"
2366385,photo negative,[0.00846533 0.02658644 0.00965577 ... 0.01359555 0.0076103  0.01613704]
2326637,archaeological find,[0.01240465 0.01738553 0.00727645 ... 0.00562724 0.01353581 0.00672513]
2764157,photo negative,"[ 0.01253603  0.0081291  -0.01512575 ...  0.0045825  -0.00355539
  0.00018038]"
2338437,photo,"[-0.00126612  0.01568118  0.0056788  ...  0.00394374  0.00560377
  0.01277378]"
4303321,coin,"[1.96999699e-05 1.12230126e-02 1.33243427e-02 ... 5.59240347e-03
 9.52284597e-03 5.97923901e-03]"
3659346,design/drawing/sketch,"[-0.00269474 -0.00297903  0.01546131 ...  0.01958943  0.00462024
  0.01665579]"
4004049,small print,[0.00741777 0.01358683 0.00057893 ... 0.00948189 0.00810271 0.00572175]
236002,graphics,"[-0.0092495   0.02352015  0.02786175 ...  0.01609224  0.02002799
 -0.00015883]"
1823473,music sheet,"[ 0.00502283  0.01174708  0.01242584 ...  0.00541198  0.00831255
 -0.00212791]"
2485447,photo,"[-0.00711318  0.02450304  0.00973383 ... -0.00226616  0.00652822
  0.02126467]"
2324348,archaeological find,[0.00616704 0.01036549 0.00402351 ... 0.0025214  0.00873276 0.00272199]
3475068,document,"[ 0.00309845  0.01768131  0.00323439 ... -0.00243751  0.00669377
  0.01555318]"
4107288,photo,[0.00663144 0.01294096 0.01182806 ... 0.01802721 0.00762018 0.00848934]
2340422,label/sign,"[ 0.00027983  0.00823905  0.00095084 ...  0.00435493  0.01753048
 -0.00161665]"
2077881,photo negative,"[-0.00613896  0.00358345  0.00249575 ...  0.00703781  0.00784582
  0.00044255]"
2653767,photo negative,"[-0.00350988  0.0088215  -0.00554093 ...  0.01111931  0.00343032
  0.01390849]"
2872902,graphics,"[ 0.01075347  0.00377076  0.00837268 ...  0.00539552 -0.00028072
  0.00535325]"
2436534,poster,"[ 0.00477936  0.00307345  0.00294422 ... -0.00179872  0.01799895
  0.00549838]"
415889,sculpture,"[ 0.01518921  0.0084301  -0.00490245 ...  0.00783332  0.01765591
 -0.00543293]"
2170717,photo negative,"[ 0.0119112   0.02307267  0.02093597 ...  0.01621272 -0.00352603
  0.01071164]"
212008,musical instrument,[0.00101833 0.02704277 0.00289643 ... 0.00832989 0.03557468 0.00509284]
3394058,photo,"[-0.00516324  0.01220316  0.00291365 ...  0.00112841  0.0059091
  0.01325216]"
3278546,postcard,"[-0.00555809  0.00731674 -0.00985597 ...  0.01372124 -0.0066067
  0.00906129]"
2352847,medal,"[-0.00749012  0.01223711  0.00166098 ...  0.0017005   0.0027036
  0.00425649]"
2351634,medal,"[ 0.00835916  0.01936272 -0.01046226 ...  0.01600841  0.00536424
  0.00010586]"
3557072,document,"[-0.01196942  0.01318923  0.00962509 ...  0.00536527  0.0084148
 -0.00106912]"
3188984,seal/imprint,"[-0.00925323  0.00103206  0.01348489 ...  0.0068882   0.01712412
 -0.00981745]"
2332570,archaeological find,"[-0.00601371  0.00308568 -0.0008259  ... -0.00803065 -0.00052655
  0.02047537]"
2328360,archaeological find,[0.01016947 0.01942226 0.00351396 ... 0.00290045 0.01527808 0.0013428 ]
3434418,photo,"[-0.00743413  0.0128294   0.00210618 ...  0.00786691  0.00419312
  0.01450281]"
3670851,digital image,"[-0.00305452  0.01307862  0.02071018 ...  0.01631282  0.0052201
  0.01132913]"
3559560,manuscript,"[ 0.00231653  0.02101576  0.00722005 ... -0.00152162  0.01906846
  0.0152115 ]"
2653076,photo negative,"[-0.00366289  0.0130972  -0.01100937 ...  0.01177276  0.00223614
  0.00668196]"
3930250,poster,[0.00620387 0.0200994  0.00657816 ... 0.00561904 0.0135306  0.02107256]
3928952,poster,[0.00194638 0.01527571 0.01151908 ... 0.01594027 0.01936461 0.02545644]
3941912,coin,"[ 0.00331808  0.00902498  0.0168651  ...  0.00773979  0.01956925
 -0.00213083]"
3941929,coin,"[ 0.00115184  0.01385783  0.01829615 ...  0.00993383  0.01824852
 -0.0027049 ]"
3222364,postcard,"[-0.02149599  0.00031776 -0.00282503 ...  0.00484488 -0.00077585
  0.0112449 ]"
3603634,design/drawing/sketch,"[ 0.01146435 -0.00290067  0.00899716 ...  0.01551331  0.00496666
  0.02305783]"
3254348,photo,"[-0.00108668  0.00528736  0.00301196 ...  0.01807178  0.00172062
  0.01141919]"
3092321,photo,"[-0.01121553  0.00315495  0.00297018 ... -0.00238353  0.01433814
  0.00187079]"
4049740,magazines,"[-0.00644366  0.01698287 -0.00517404 ...  0.01515352  0.02351754
  0.00916037]"
2959668,photo,"[-0.00464771  0.01051695  0.01224253 ...  0.02243253 -0.00120336
  0.01083482]"
2895433,plan,[0.01665835 0.00650317 0.00503412 ... 0.01696956 0.01368365 0.01655767]
4047882,postcard,"[ 0.01275405  0.00500583 -0.01880237 ...  0.00050217  0.00093214
  0.00795485]"
3367831,photo,"[ 0.01196666  0.00066393 -0.001901   ...  0.00594247  0.00186695
  0.00057683]"
3358464,plan,[0.00971797 0.0046118  0.01504779 ... 0.01837187 0.00960026 0.01679929]
3350727,plan,"[ 0.00556424  0.01318454 -0.00752349 ...  0.014042    0.00460998
 -0.00257006]"
3654032,design/drawing/sketch,[0.00218145 0.00729889 0.01689774 ... 0.01356513 0.00078269 0.01843732]
3696866,photo,[0.01512638 0.01916008 0.02214766 ... 0.00225482 0.01506041 0.00309596]
3632355,photo negative,[0.00396359 0.00187812 0.00954789 ... 0.00594896 0.01343282 0.00796054]
3579403,digital image,[0.00048136 0.02002348 0.01324103 ... 0.01729907 0.01875653 0.0135268 ]
4261042,photo negative,"[ 6.86269673e-03 -1.81613032e-05 -5.05986251e-03 ...  2.57075876e-02
  1.15509825e-02  1.14317117e-02]"
3694582,design/drawing/sketch,[0.00196569 0.00139972 0.01100133 ... 0.02071169 0.00034262 0.01121649]
3342725,design/drawing/sketch,"[ 0.02196529 -0.00033994  0.01638846 ...  0.0237894  -0.00385485
  0.02352338]"
3180421,manuscript,"[-0.01131678  0.00495053 -0.01620419 ... -0.00519851  0.01659194
 -0.00853944]"
2047434,photo,"[ 0.00887418  0.00931627  0.00819261 ... -0.00405486  0.02389166
 -0.00521306]"
2320237,archaeological find,"[ 0.0080998   0.01984474  0.00743704 ... -0.00153262  0.01431548
  0.01036736]"
2763743,photo negative,"[-0.0046355   0.01116507 -0.0045904  ...  0.00536417  0.00584837
  0.02538725]"
3389748,graphics,[0.01126558 0.00543951 0.01092504 ... 0.0006506  0.01455138 0.00012404]
2180752,music sheet,[0.01053847 0.00923518 0.01155682 ... 0.02031085 0.0111364  0.00793655]
4261017,photo negative,"[-0.00017081  0.00625597 -0.00185967 ...  0.01650297  0.00779941
 -0.00286313]"
3866289,printed notes,"[-0.00279921  0.01014537 -0.00828396 ... -0.0098896   0.01199256
  0.00266422]"
4091846,manuscript,"[-0.01301898  0.01649984 -0.00027451 ...  0.00366815  0.00171074
  0.00740483]"
4089356,photo negative,"[-0.00823393  0.00960784  0.01068598 ...  0.00958399  0.01331931
  0.00924051]"
2332079,archaeological find,"[ 4.88476362e-03  1.98399443e-02  8.38261191e-03 ... -3.89276654e-03
  8.21336079e-03  4.15046234e-05]"
3156949,design/drawing/sketch,"[ 0.00567664 -0.00050272  0.01346122 ...  0.01075233  0.00394776
  0.01435802]"
3275815,photo,"[-0.00872679  0.01295781  0.01853107 ...  0.02149418  0.00678079
  0.01041269]"
3202626,seal/imprint,"[ 0.00501553 -0.01617046  0.01478654 ...  0.01368126  0.02533774
  0.00797377]"
4029193,digital image,[0.00099188 0.00733615 0.01955683 ... 0.0170397  0.00607291 0.01332484]
2162582,plan,"[-0.01270815  0.00947073  0.00055128 ... -0.00274507  0.01419449
  0.0093221 ]"
2520577,photo,[0.00366297 0.00727827 0.00958997 ... 0.00114393 0.02720653 0.01057185]
3840284,photo negative,"[-0.00245267  0.01397078  0.01702718 ...  0.01063138  0.01385758
  0.00829662]"
1700326,poster,"[-0.00290739  0.01866851  0.0211551  ...  0.00417698  0.02404336
  0.01857288]"
3648174,design/drawing/sketch,"[6.80774683e-04 7.17780925e-03 2.26599053e-02 ... 1.67296026e-02
 8.85152549e-05 1.20095639e-02]"
3737034,manuscript,[0.00030568 0.02045228 0.00884991 ... 0.00141565 0.01162148 0.00952847]
2336067,archaeological find,"[-0.00191912  0.01965937  0.01086589 ...  0.01351819  0.01149332
  0.00839421]"
2045851,postcard,"[-0.00651196  0.01309598  0.00214138 ... -0.00730006 -0.0021335
  0.00836287]"
3542325,photo,"[-0.00066069  0.01926634 -0.00813539 ... -0.00554499  0.00836301
  0.00174931]"
3717437,plan,"[-0.00080725  0.00692881  0.00979542 ...  0.00754737  0.00768585
  0.01318366]"
2046829,photo,"[ 0.00250403  0.01507098  0.01055904 ...  0.00433408  0.00484424
 -0.00029048]"
3555666,design/drawing/sketch,"[ 0.00059508  0.00778379  0.01035074 ...  0.01296838 -0.00229965
  0.01683032]"
4043641,"script, song/vocal music","[ 0.02305974  0.01034824 -0.01758126 ...  0.01335603  0.00606034
 -0.00506222]"
2660342,photo negative,"[-0.00455354  0.00296488  0.00106161 ...  0.00187845 -0.00408249
  0.00069158]"
2752437,small print,"[-0.00279972  0.0074783   0.01774009 ...  0.00574326  0.02789054
  0.01462258]"
3631305,design/drawing/sketch,"[ 0.00430761  0.01726768  0.00611117 ...  0.01763071 -0.00699085
  0.0200696 ]"
2324820,archaeological find,"[-0.00087731  0.00877546 -0.00254502 ...  0.00187979  0.00547945
  0.00837215]"
2323397,archaeological find,"[ 0.00419254  0.01749105  0.01695038 ... -0.0033104   0.01083231
  0.00141807]"
3848159,photo,"[-0.00691102  0.01850173  0.00322907 ...  0.00433059  0.01105764
  0.00117405]"
3012398,dish/vessel,[0.00223423 0.01013559 0.00468829 ... 0.00540102 0.0168186  0.00305919]
2076364,photo negative,"[ 0.0042052   0.01715438  0.01259894 ... -0.00235873  0.00396695
  0.01181746]"
3274120,graphics,"[ 0.00714377  0.00990126 -0.00869916 ... -0.00675378  0.01613198
 -0.00349847]"
